Codigo_Mat;Material;Grupo ;Ing1;Ing2;Ing3;Almacen;Total;Unidad_Med
1020625;"MEDIDOR CH UNICO DE 1/2"" AQUILA R200";1800;0;0;0;0;0;UN
1020626;CAJA P/CANALETA 32MM;3700;0;0;0;0;0;UN
1020628;INTERRUPTOR SENCILLO BLANCO GALICA;3200;0;0;0;0;0;UN
1020629;CLAVIJA 15AMP CON POLO;3700;0;0;0;0;0;UN
1020630;BOMBILLO LED ESPIRAL 30W 6500K;3200;0;0;0;0;0;UN
1020631;BOMBILLO BULBO LED 23W 6500K;3200;0;0;0;0;0;UN
1020633;BOMBILLO BULBO LED 19W 6500K;3200;0;0;0;0;0;UN
1020634;BREAKER 1X20 AMP DSE-1020;3200;0;0;0;0;0;UN
1020635;BARRA DE NYLON  DE 2? X 24 DE LARGO;2900;0;0;0;0;0;UN
1020636;CRUCETA REF. 818;2900;0;0;0;0;0;UN
1020638;RETENEDOR REF. 417456;2900;0;0;0;0;0;UN
1020639;RETENEDOR REF. 68 X 82 X 10;2900;0;0;0;0;0;UN
1020640;RETENEDOR REF. 75 X 95 X 12;2900;0;0;0;0;0;UN
1020641;ELASTOMERO ES-60;2900;0;0;0;0;0;UN
1020642;KIT SELLOS CILINDRO P/N 3751804019;3100;0;0;0;0;0;UN
1020643;BOMBA DE AGUA MOTOR 530 Y 466;3100;0;0;0;0;0;UN
1020644;HARNES DE INYECTORES ISM REF 3803682;3100;0;0;0;0;0;UN
1020646;HARNES DE INYECTORES MOTOR 530 Y 466;3100;0;0;0;0;0;UN
1020647;INYECTOR DE MOTOR 530 REF 2593597C91;3100;0;0;0;0;0;UN
1020648;INYECTOR DE MOTOR 466 REF 2593595C91;3100;0;0;0;0;0;UN
1020650;SENSOR CMP MOTOR 530/466 REF 1885812C91;3100;0;0;0;0;0;UN
1020651;SENSOR CMP MOTOR ISM REF 4326596;3100;0;0;0;0;0;UN
1020652;KIT SELLOS INYECTORES MOTOR 530 Y 466;3100;0;0;0;0;0;UN
1020653;ORING DEUS MOTOR 530 Y 466 REF 1824908C1;3100;0;0;0;0;0;UN
1020654;ORING DESFOGUE MOTOR 530 Y 466;3100;0;0;0;0;0;UN
1020655;BOMBA DE ACEITE MOTOR 530;3100;0;0;0;0;0;UN
1020657;KIT SELLOS TAPA DE DISTRIBUCION MOTOR;3100;0;0;0;0;0;UN
1020658;SENSOR ICP MOTOR 530 Y 466 REF 1830669C9;3100;0;0;0;0;0;UN
1020659;RETENEDOR CIG?E AL DEL 1833096C91/94;3100;0;0;0;0;0;UN
1020660;RETENEDOR DELANT. CIGUE AL REF 690437C95;3100;0;0;0;0;0;UN
1020661;RETENEDOR TRASERO DEL CIG?E AL MOTOR;3100;0;0;0;0;0;UN
1020662;TERMOSTATO 1830256C91/93;3100;0;0;0;0;0;UN
1020663;TERMOSTATO MOTOR ISM REF 4336659;3100;0;0;0;0;0;UN
1020664;MEDIDOR DE COMBUSTIBLE 7600;3100;0;0;0;0;0;UN
1020665;MEDIDOR DE COMBUSTIBLE 7400;3100;0;0;0;0;0;UN
1020666;MEDIDOR DE COMBUSTIBLE 4300;3100;0;0;0;0;0;UN
1020667;KIT EMPAQUES CAJA DIRECCION 4300;3100;0;0;0;0;0;UN
1020668;EMPAQUETADURA KIT MAYOR FANCLUTCH 4300;3100;0;0;0;0;0;UN
1020669;EMPAQUETADURA FANCLUTCH 7400;3100;0;0;0;0;0;UN
1020670;KIT REPARACION EMPAQUETADURA FANCLUTCH;3100;0;0;0;0;0;UN
1020671;BUJE BARRA TENSORA CONICO 7600;3100;0;0;0;0;0;UN
1020672;BUJE BARRA TORQUE TENSORA RECTO;3100;0;0;0;0;0;UN
1020673;BUJE DE CORBATIN;3100;0;0;0;0;0;UN
1020674;VENTILADOR MOTOR ISM INTER 7600;3100;0;0;0;0;0;UN
1020675;ENFOCADOR MOTOR ISM 2592322C91;3100;0;0;0;0;0;UN
1020676;VENTILADOR 7400 HOR993762253 (DT530E);3100;0;0;0;0;0;UN
1020677;ENFOCADOR 7400 ( CORAZA ) REF 2596088C92;3100;0;0;0;0;0;UN
1020678;VENTILADOR MOTOR 4300 (3549846C1);3100;0;0;0;0;0;UN
1020679;ENFOCADOR 4300 (CORAZA ) REF 2505644C92;3100;0;0;0;0;0;UN
1020681;TANQUE AUXILIAR DEL RADIADOR 7600;3100;0;0;0;0;0;UN
1020682;TANQUE AUXILIAR DEL RADIADOR 7400;3100;0;0;0;0;0;UN
1020683;TANQUE AUXILIAR DEL RADIADOR 4300;3100;0;0;0;0;0;UN
1020684;SENSOR VELOCIMETRO 7600;3100;0;0;0;0;0;UN
1020685;SENSOR VELOCIMETRO 7400;3100;0;0;0;0;0;UN
1020686;SENSOR VELOCIMETRO 4300;3100;0;0;0;0;0;UN
1020687;KIT SWITCH DE IGNICION INTERNATIONAL;3100;0;0;0;0;0;UN
1020688;PUENTE DE BATERIA POSITIVO ENTRE BATERIA;3100;0;0;0;0;0;UN
1020689;PUENTE DE BATERIA;3100;0;0;0;0;0;UN
1020690;CABLE BATERIA NEGATIVO;3100;0;0;0;0;0;UN
1020692;CABLE BATERIA DOBLE FUSIBLE POSITIVO;3100;0;0;0;0;0;UN
1020694;CODO DE ADMISION LADO GRUESO;3100;0;0;0;0;0;UN
1020695;HARNES BATERIA CONECTOR MODULO 354767C91;3100;0;0;0;0;0;UN
1020696;ESPEJO RETROVISOR GRANDE REF2589243C3;3100;0;0;0;0;0;UN
1020697;ESPEJO RETROVISOR PEQUE O;3100;0;0;0;0;0;UN
1020698;LAMPARA DELANTERA DERECHA 4300;3100;0;0;0;0;0;UN
1020699;LAMPARA DELANTERA IZQUIERDA 4300;3100;0;0;0;0;0;UN
1020700;SWITCH DE REVERSA REF 3515761C1;3100;0;0;0;0;0;UN
1020701;ESPARRAGO TORNILLO FANCLUTCH 2674;3100;0;0;0;0;0;UN
1020702;EMPAQUE DE CAJA 4300 REF FULK7028;3100;0;0;0;0;0;UN
1020703;TUERCA ESPARRAGO TORNILLO FANCLUTCH 2674;3100;0;0;0;0;0;UN
1020704;KIT TAPA CAJA BATERIA 4300 3535374C2;3100;0;0;0;0;0;UN
1020705;KIT TAPA CAJA BATERIA 7600;3100;0;0;0;0;0;UN
1020706;CARCASA SWICHE LUCES REF 3582062C1;3100;0;0;0;0;0;UN
1020707;AMORTIGUADOR CABINA REF 2509224C91;3100;0;0;0;0;0;UN
1020708;TAPON TAPA BOCIN;3100;0;0;0;0;0;UN
1020711;KIT TAPA TANQUE 7400 REF2507479C91;3100;0;0;0;0;0;UN
1020712;KIT BUJE CENTRALES DE TANDEN;3100;0;0;0;0;0;UN
1020713;BRAZO CORTO DIRECCION SHEPPAR 7400;3100;0;0;0;0;0;UN
1020714;KIT BUJE PALANCA CAJA CAMBIOS;3100;0;0;0;0;0;UN
1020715;ARNES DE ISM  CORRIENTE MODULO;3100;0;0;0;0;0;UN
1020716;TAPA CABRILLA REF 3616382C1;3100;0;0;0;0;0;UN
1020717;HARNES LAMPARA DIRECCIONAL 3570620C91;3100;0;0;0;0;0;UN
1020719;VOLANTA MOTOR 466/530 REF GLFLTFW1821915;3100;0;0;0;0;0;UN
1020720;V LVULA DE DESCARGA R PIDA B29859;2100;0;0;0;0;0;UN
1020721;VALVULA SR-7 EQUIPO 7600;2100;0;0;0;0;0;UN
1020722;BOMBILLO TABLERO REF S-20435;3100;0;0;0;0;0;UN
1020723;BOMBA HIDRAULICA DIRECCION 7600;3100;0;0;0;0;0;UN
1020724;BOMBA HIDRAULICA DIRECCION 7400;3100;0;0;0;0;0;UN
1020727;BOMBA HIDRAULICA DIRECCION 4300;3100;0;0;0;0;0;UN
1020728;SWITCH CRUCERO CORNETA LH REF 2590922C1;3100;0;0;0;0;0;UN
1020736;SWITCH CRUCERO RH REF 2598851C1;3100;0;0;0;0;0;UN
1020737;TAPA DE COMBUSTIBLE 7400;3100;0;0;0;0;0;UN
1020738;TAPA DE COMBUSTIBLE 7600;3100;0;0;0;0;0;UN
1020744;TAPA DE COMBUSTIBLE 4300;3100;0;0;0;0;0;UN
1020745;CAMARA DE FRENO DELANTERA TIPO 20;3100;0;0;0;0;0;UN
1020748;BOMBONA SUSPENSION SILLA REF 2603687C1;3100;0;0;0;0;0;UN
1020750;AMORTIGUADOR DE SILLA REF 507831C91;3100;0;0;0;0;0;UN
1020751;HORQUILLA CONTROL EMBRAGUE 4300;3100;0;0;0;0;0;UN
1020753;RODAMIENTO PILOTO EMBRAGUE 4300;3100;0;0;0;0;0;UN
1020755;VALVULA RELAY DE FRENOS 7 VIAS;3100;0;0;0;0;0;UN
1020756;VALVULA RELAY DE FRENOS 5 VIAS;2100;0;0;0;0;0;UN
1020758;BOCIN RUEDA TRASERA 7600  ( HUB );3100;0;0;0;0;0;UN
1020759;BOCIN RUEDA TRASERA 7400 (3748341C91);3100;0;0;0;0;0;UN
1020760;BOCIN TRASERO  4300 HUB;3100;0;0;0;0;0;UN
1020762;AMORTIGUADOR DELANTERO 4300;3100;0;0;0;0;0;UN
1020763;AMORTIGUADOR DELANTERO 7600;3100;0;0;0;0;0;UN
1020764;AMORTIGUADOR DELANTERO 7400;3100;0;0;0;0;0;UN
1020766;AMORTIGUADOR TRASERO 4300;3100;0;0;0;0;0;UN
1020767;CRUCETA SPL-170X;3100;0;0;0;0;0;UN
1020768;CRUCETA CARDAN 7600 TRASERO REF 5675;3100;0;0;0;0;0;UN
1020770;CRUCETA SPL-250X;3100;0;0;0;0;0;UN
1020771;CRUCETA SPL-140X;3100;0;0;0;0;0;UN
1020772;ELECTROVALVULA DEL FANCLUTCH 3551298C92;3100;0;0;0;0;0;UN
1020773;ELECTROVALVULA DEL FANCLUTCH 7400;3100;0;0;0;0;0;UN
1020775;VALVULA DEL FANCLUTCH 3551298C92;3100;0;0;0;0;0;UN
1020776;VALVULA DE LEVANTE DE VOLCO REF S-16307;2100;0;0;0;0;0;UN
1020778;VALVULA SEGURO PUERTA DE VOLCO;3100;0;0;0;0;0;UN
1020781;CRUCETA CA A DE DIRECCION 4300;3100;0;0;0;0;0;UN
1020784;CRUCETA CA A DE DIRECCION 7400;3100;0;0;0;0;0;UN
1020785;CRUCETA CA A DE DIRECCION 7600;3100;0;0;0;0;0;UN
1020786;CA A DE DIRECCI N 4300;3100;0;0;0;0;0;UN
1020787;CA A DE DIRECCI N 7400 (3822725C91);3100;0;0;0;0;0;UN
1020788;CA A DE DIRECCI N 7600;3100;0;0;0;0;0;UN
1020789;VALVULA ESCLAVA CAJA CAMBIOS A-6342;3100;0;0;0;0;0;UN
1020790;BUJE CAPO 1668950C1;3100;0;0;0;0;0;UN
1020791;BUJE SOPORTE DELANTERO;3100;0;0;0;0;0;UN
1020792;CONTACTO TAPA PITO 2505657C91E;3100;0;0;0;0;0;UN
1020793;CULATA DE COMPRESOR DE AIRE DE FRENOS;3100;0;0;0;0;0;UN
1020794;KIT REPARACION MAYOR FRENO HD 16 1/2;3100;0;0;0;0;0;UN
1020795;KIT EJE LEVAS 1830613C93;3100;0;0;0;0;0;UN
1020796;BARRA ESTABILIZADORA DE DIRECCION;3100;0;0;0;0;0;UN
1020797;ORING MONTAJE DEL COMPRESOR DE AIRE;3100;0;0;0;0;0;UN
1020798;GUAYA DE CAPO 4300 REF 3551734C2;3100;0;0;0;0;0;UN
1020799;GUAYA DE CAPO 7400 3625938C92;3100;0;0;0;0;0;UN
1020801;GUAYA DE CAPO 7600;3100;0;0;0;0;0;UN
1020802;BOTON ROJO DE LEVANTE DE SILLA;3100;0;0;0;0;0;UN
1020803;BOT N GRIS DE LEVANTE DE SILLA 2505476C1;3100;0;0;0;0;0;UN
1020804;MANIJA ELEVAVIDRIOS PUERTA REF 3508990C4;3100;0;0;0;0;0;UN
1020806;MANIJA INTERNA PUERTA DERECHA 4300;3100;0;0;0;0;0;UN
1020807;MANIJA INTERNA PUERTA IZQUIERDA;3100;0;0;0;0;0;UN
1020808;DIAFRAGMA TIPO 20;3100;0;0;0;0;0;UN
1020809;TERMINAL  DIRECCION DERECHO R230069-7400;3100;0;0;0;0;0;UN
1020811;FALSO FONDO TIPO LEOPOLD O SIMILAR;1300;0;0;0;0;0;M2
1020812;TERMINAL DE DIRECCION IZQUIERDO (SE394);3100;0;0;0;0;0;UN
1020816;ESPARRAGO LATERAL 3/4 CON TUERCA;3100;0;0;0;0;0;UN
1020818;ESPARRAGO LATERAL 5/8 CON TUERCA;3100;0;0;0;0;0;UN
1020820;CONO EJE LATERAL 5/8;3100;0;0;0;0;0;UN
1020821;ESPARRAGO CORTO RIN DE HIERRO;3100;0;0;0;0;0;UN
1020822;SENSOR DE NIVEL DE REFRIGERANTE;3100;0;0;0;0;0;UN
1020823;BUJE BARRA DE CAMBIOS;3100;0;0;0;0;0;UN
1020824;TENSOR CORREA MOTOR 466/530 REF 1830033C;3100;0;0;0;0;0;UN
1020825;CODO DE ADMISION 7400;3100;0;0;0;0;0;UN
1020826;CODO DE ADMISION LADO DELGADO;3100;0;0;0;0;0;UN
1020827;VALVULA RELAY R-12 REF S-17743;2100;0;0;0;0;0;UN
1020828;VALVULA PEDAL DE FRENO 7600 REF E8-P;2100;0;0;0;0;0;UN
1020830;VALVULA PEDAL DE FRENO 7400 REF E8-P;2100;0;0;0;0;0;UN
1020831;VALVULA PEDAL DE FRENO 4300 REF E8-P;2100;0;0;0;0;0;UN
1020832;TUBO LLENADO DE ACEITE MOTOR 4300;3100;0;0;0;0;0;UN
1020833;TUBO LLENADO DE ACEITE MOTOR 7600;3100;0;0;0;0;0;UN
1020834;VALVULA SPOOL BOMBA 3149414017;2100;0;0;0;0;0;UN
1020835;MANGUERA SUPERIOR DEL RADIADOR 7400;3100;0;0;0;0;0;UN
1020837;MANGUERA INF  RADIADOR 3581807C2 7400;3100;0;0;0;0;0;UN
1020838;MANGUERA SUPERIOR DEL RADIADOR 4300;3100;0;0;0;0;0;UN
1020840;MANGUERA INFERIOR DEL RADIADOR 4300;3100;0;0;0;0;0;UN
1020842;KIT EMPAQUES CAJA DIRECCION M90;3100;0;0;0;0;0;UN
1020843;KIT EMPAQUES CAJA DIRECCION M100;3100;0;0;0;0;0;UN
1020844;SENSOR MAP HI1840078C1;3100;0;0;0;0;0;UN
1020848;GUAYA TANQUE DE AIRE  REF: 3832384C1;3100;0;0;0;0;0;UN
1020849;LLANTA 20.5R25 - GOODYEAR;3100;0;0;0;0;0;UN
1020852;LLANTA 12R 22.5 G 677 MSD GOODYEAR;3100;0;0;0;0;0;UN
1020853;CONTACTOR MARCA SIEMENS SIRIUS REF: 3RT;3200;0;0;0;0;0;UN
1020854;COFRE TERMOPLASTICO IP65 CON DOBLEFONFO;3200;0;0;0;0;0;UN
1020855;FILTRO DE  ACEITE REF. LF 3356;3200;0;0;0;0;0;UN
1020856;FILTRO DE AGUA LF 4036;3200;0;0;0;0;0;UN
1020857;FILTRO DE AIRE AF 25437;3200;0;0;0;0;0;UN
1020859;LAMINA TEFLON FLEXIBLE DE ESPESOR 5/64;2900;0;0;0;0;0;UN
1020860;BRIQUETA MARCA PULSAR PLUS BRIQUET 45 KG;3000;0;0;0;0;0;TR
1020861;BOMBA XXXX PARA PROYECTO DE INVERSION;1300;0;0;0;0;0;UN
1020862;COMPRA DE COMBUSTIBLE;2300;0;0;0;0;0;GLN
1020863;COMBOMAX;3700;0;0;0;0;0;KG
1020864;ETIRENO;3700;0;0;0;0;0;KG
1020865;PEROXIDO;3700;0;0;0;0;0;KG
1020866;LORSBAN X 1 LITRO;1000;0;0;0;0;0;UN
1020867;TERMINAL DE MEDIA TENSION APLICABLE FRIO;3200;0;0;0;0;0;UN
1020868;KIT SELLOS CILINDRO P/N 3751804017;3100;0;0;0;0;0;UN
1020871;PUMP GP P/N 4264806;3100;0;0;0;0;0;UN
1020872;SEAL FUEL SY P/N 2741639;3100;0;0;0;0;0;UN
1020873;"MANGUERA TIPO BOMBERO DE 2-1/2"" X 5MTS";3100;0;0;0;0;0;UN
1020874;ACOPLE COMPLETO 30R10-HRB-FALK;2900;0;0;0;0;0;UN
1020882;"TORNILLO AUTOPERFORANTE 1/4"" X 1-1/2""";1600;0;0;0;0;0;UN
1020885;GRASERA RECTA 90 ;3100;0;0;0;0;0;UN
1020886;GRASERA RECTA 45 ;3100;0;0;0;0;0;UN
1020887;ACEITE GADUS S2 V220 2 P18K X 1/4;3100;0;0;0;0;0;UN
1020888;MANGUERA P/N 7650762 P/DRAGA WATERMASTER;2900;0;0;0;0;0;UN
1020889;MANGUERA P/N 7650408 P/DRAGA WATERMASTER;2900;0;0;0;0;0;UN
1020895;PROTECTOR DE MANGUERA P/N 7650477;2900;0;0;0;0;0;UN
1020896;CILINDRO HIDRAULICO P/N 2898206 CON VALV;2900;0;0;0;0;0;UN
1020897;SILENCIADOR DE ESCAPE MOTOR P/N 7350746;2900;0;0;0;0;0;UN
1020898;FILTRO DE AIRE DONALSON P150135;3200;0;0;0;0;0;UN
1020900;CABLE CONTROL 16 AWG;3200;0;0;0;0;0;M
1020901;CABLE ENCAUCHETADO 4X6 AWG 600V;3200;0;0;0;0;0;M
1020902;INTERRUPTOR TRIPOLAR 120A SIEMENS;3200;0;0;0;0;0;UN
1020903;TERMINAL  P/PONCHAR 6 AWG OJO DE COBRE;3200;0;0;0;0;0;UN
1020904;TABLERO PVC DE 50X60X30 CON DOBLE FONDO;3200;0;0;0;0;0;UN
1020905;SELECTOR TRES POSICIONES CON 2 CONTACTOS;3200;0;0;0;0;0;UN
1020906;PULSADOR VERDE CON 2 CONTACTOS NA;3200;0;0;0;0;0;UN
1020911;PULSADOR ROJO CON 2 CONTACTOS NC;3200;0;0;0;0;0;UN
1020912;INTERRUPTOR 8A TRIPOLAR MARCA SIEMENS;3200;0;0;0;0;0;UN
1020913;"CONECTOR FLEXICONDUIT RECTO DE 1""";3200;0;0;0;0;0;UN
1020915;RELE TERMICO 45-63A MARCA SIEMENS;1000;0;0;0;0;0;UN
1020918;CONTACTOR 100A BOBINA DE CONTROL 220VAC;3200;0;0;0;0;0;UN
1020919;SENSOR DE TEMPERATURA 130-250/300 ANT;3200;0;0;0;0;0;UN
1020920;SENSOR BAJO NIVEL DE REFRIGERANTE- SBNR;3200;0;0;0;0;0;UN
1020922;TARJETA REGULADORA DE VOLTAJE AVR MX321;3200;0;0;0;0;0;UN
1020924;KIT MONTAJE RECTIFICADOR;3200;0;0;0;0;0;UN
1020925;CONTROLADOR DEEP SEA ELECTRONICS;3200;0;0;0;0;0;UN
1020927;ADAPTADOR ORING 7/8 X 3/4;2900;0;0;0;0;0;UN
1020928;ARANDELA 14 MM;2900;0;0;0;0;0;UN
1020929;CORDON ORING DE 1/4;2900;0;0;0;0;0;UN
1020931;CORREA B-49;2900;0;0;0;0;0;UN
1020934;CORREA REF. 15350;2900;0;0;0;0;0;UN
1020936;CORREA REF. 15355;2900;0;0;0;0;0;UN
1020938;ESPIRAL DE 1/4;2900;0;0;0;0;0;UN
1020939;MANOMETRO DIGITAL PORTATIL P/MEDIR PRESI;2900;0;0;0;0;0;UN
1020940;PARAL PARA CANECA;2400;0;0;0;0;0;UN
1020947;SELLADOR DE PESTA AS (SHETTA);3100;0;0;0;0;0;UN
1020948;TABLERO ORGANIZADOR DE HERRRAMIENTAS;1700;0;0;0;0;0;UN
1020949;SIKA 1 X 5 KL;3700;0;0;0;0;0;UN
1020950;ACEITE SPIRAX S3 ATF MD3 X 1/4;3100;0;0;0;0;0;UN
1020951;ACEITE P/BARRA Y CADENA STIHL;2900;0;0;0;0;0;GLN
1020953;ERROR DE CODIGO;3100;0;0;0;0;0;UN
1020954;ERROR DE CODIGO;3100;0;0;0;0;0;UN
1020955;ERROR DE CODIGO;3100;0;0;0;0;0;UN
1020956;ERROR DE CODIGO;3100;0;0;0;0;0;UN
1020958;VALV M/POSA DE 20? ISO PN10 FLUJO;1300;0;0;0;0;0;UN
1020959;"DISPOSITIVO P/MACROMEDICION DE 4/6""";1800;0;0;0;0;0;UN
1020960;"DISPOSITIVO P/MACROMEDICION DE 8/10/12""";1800;0;0;0;0;0;UN
1020961;"DISPOSITIVO P/MACROMEDICION DE 14/16/18""";1800;0;0;0;0;0;UN
1020962;"DISPOSITIVO P/MACROMEDICION DE 20/24""";1800;0;0;0;0;0;UN
1020963;ERROR DE CODIGO;3100;0;0;0;0;0;UN
1020965;BOMBA DE TRANSFERENCIA COMBUSTIBLE MOTOR;2900;0;0;0;0;0;UN
1020966;MOTOR DE ARRANQUE MOTOR PERKINS PR82217;2900;0;0;0;0;0;UN
1020967;ALTERNADOR MOTOR PERKINS PR82217 SERIE;2900;0;0;0;0;0;UN
1020969;TERMOSTATO MOTOR PERKINS PR82217 SERIE;2900;0;0;0;0;0;UN
1020970;CORREA DE VENTILADOR MOTOR PERKINS;2900;0;0;0;0;0;UN
1020971;BOMBA DE INYECCION COMBUSTIBLE MOTOR;2900;0;0;0;0;0;UN
1020972;TUERCA KM22;2900;0;0;0;0;0;UN
1020973;TUERCA KM19;2900;0;0;0;0;0;UN
1020979;ARANDELA MB22;2900;0;0;0;0;0;UN
1020980;ARANDELA MB19;2900;0;0;0;0;0;UN
1020981;MOTOR DIESEL MARINO 210 HP 2600 RPM;2900;0;0;0;0;0;UN
1020982;TRANSMISION AUTOMATICA MARINA 210 HP;2900;0;0;0;0;0;UN
1020984;PROPELA BRONCE PARA REMOLCADOR 210 HP;2900;0;0;0;0;0;UN
1020985;PALANCA DE CONTROL Y OPERACI N MARINA;2900;0;0;0;0;0;UN
1020986;SILLA GIRATORIA PARA PILOTO DE BOTE;2900;0;0;0;0;0;UN
1020987;ERROR DE CODIGO;3100;0;0;0;0;0;UN
1020988;BOMBA SUMERGIBLE DE 12 V  MARCA: SAILFLO;2900;0;0;0;0;0;UN
1020992;"PERFIL EN C DE 4"" X 1-1/2"" X 1/4 ESPESOR";1400;0;0;0;0;0;UN
1020993;EJE DE ACERO BOMBA HIDROMAC ETN 100/400;2900;0;0;0;0;0;UN
1020994;CASQUILLO BOMBA HIDROMAC ETN 100/400;2900;0;0;0;0;0;UN
1020995;"ESPARRAGO ACERO INOX 1"" X 10"" COMPLETO";1600;0;0;0;0;0;UN
1020996;ERROR DE CODIGO;3100;0;0;0;0;0;UN
1020997;ERROR DE CODIGO;3100;0;0;0;0;0;UN
1020999;ERROR DE CODIGO;3100;0;0;0;0;0;LB
1021000;"TEE FUNDICION NODULAR 8"" X 8"" X 8"" B X B";2900;0;0;0;0;0;UN
1021001;"VALV COMPTA SELLO ELASTICO 8"" ANSI 150";2100;0;0;0;0;0;UN
1021002;ERROR DE CODIGO;3100;0;0;0;0;0;UN
1021003;"VALV GUILLOTINA 8"" INOX SELLO EPDM";2100;0;0;0;0;0;UN
1021004;"VALV COMPTA 6"" SELLO ELASTICO ANSI 150";2900;0;0;0;0;0;UN
1021005;"VALVULA TIPO CHEQUE 6"" DE BOLA ANSI 150";2900;0;0;0;0;0;UN
1021006;"FILTRO EN YEE 8"" ANSI 150 CANASTA INOX";1500;0;0;0;0;0;UN
1021010;"VALV CHEQUE 8"" WAFER DISCO INOX ANSI 150";2100;0;0;0;0;0;UN
1021012;"CODO B X B FUNDICI N NODULAR 6"" X 90 ";1400;0;0;0;0;0;UN
1021013;"REDUCCION EXCENTRICA ACERO 8"" X 4""";1400;0;0;0;0;0;UN
1021014;"REDUCCION CONCENTRICA 6"" X 3"" ACERO";2900;0;0;0;0;0;UN
1021015;"TUBO INOX DE 2"" SCH 20 X 5.8 MTS";2900;0;0;0;0;0;UN
1021017;"MANOMETRO 0-150 PSI 4.5"" CONEXI N VERTIC";2900;0;0;0;0;0;UN
1021020;"MANOMETRO 0-60 PSI 4.5"" CONEXI N VERTICA";2900;0;0;0;0;0;UN
1021021;ERROR DE CODIGO;3100;0;0;0;0;0;UN
1021022;ERROR DE CODIGO;3100;0;0;0;0;0;UN
1021023;ERROR DE CODIGO;3100;0;0;0;0;0;UN
1021024;ERROR DE CODIGO;3100;0;0;0;0;0;UN
1021025;ERROR DE CODIGO;3100;0;0;0;0;0;UN
1021026;PEROXIDO DE HIDROGENO X 35 KG;3000;0;0;0;0;0;UN
1021027;KIT MANGUERAS P/SISTEMA I2O WATER;1800;0;0;0;0;0;UN
1021028;KIT DE INSTALACION APV I2O WATER;1800;0;0;0;0;0;UN
1021030;ACCESORIO CONEXION APV I2O WATER;1800;0;0;0;0;0;UN
1021032;ADAPTADOR PILOTO AMPV0003 A AECT-004;1800;0;0;0;0;0;UN
1021034;PACK 2 BATERIAS CONTROLADOR AECT-004;1800;0;0;0;0;0;UN
1021035;BATERIA LOGGER 14 7.2V DC REF:AEBA0015;1800;0;0;0;0;0;UN
1021036;PILOTO APV P/LOGGER 17 REF: AMPV0011;1800;0;0;0;0;0;UN
1021039;REDUCC CONCENTRICA HD 42? X 30? PN10;1400;0;0;0;0;0;UN
1021040;"CODO HD 30"" X 90  RADIO/CORTO PN10";2900;0;0;0;0;0;UN
1021042;"CODO HD 42"" X 90  B X B PN10 ANSI 150";1400;0;0;0;0;0;UN
1021043;"CODO HD 42"" X 45  B X B PN10 ANSI 150";1400;0;0;0;0;0;UN
1021044;CODO HD 42? X 22.5  PN10 B X B ANSI 150;1400;0;0;0;0;0;UN
1021045;CINTA YMCKT PARA DATACARD 50 IMG COLOR;2500;0;0;0;0;0;UN
1021046;TARJETA BLANCA CALIBRE 8.5X5.5 PVC;2500;0;0;0;0;0;UN
1021047;CORDON CINTA TEJIDA 12MM LOGO AAA;2500;0;0;0;0;0;UN
1021048;PORTACARNET VERTICAL EN PASTA NACIONAL;2500;0;0;0;0;0;UN
1021050;NIPLE HD 42? X 3.7 MTS PN10 BXB ANSI 150;1400;0;0;0;0;0;UN
1021051;TEE HD 42? X 42? X 42? PN10 B X B ANSI;1400;0;0;0;0;0;UN
1021052;"TUBO HD 42"" B X E DE 6 MTS ANSI 150";1400;0;0;0;0;0;UN
1021053;UNION TIPO CAMPANA HD 42? PN10 C/EMPAQUE;1400;0;0;0;0;0;UN
1021054;TUBO ACERO 42? X 6 MTS SCH 40;1400;0;0;0;0;0;UN
1021055;"CODO ACERO 42"" X 90  SCH STD RL";1400;0;0;0;0;0;UN
1021056;VALV DE RETENCION DUOCHECK 30? ANSI 150;2100;0;0;0;0;0;UN
1021058;CODO AC CARBON 1/2? X 90  NPT X 150 PSI;1400;0;0;0;0;0;UN
1021059;UNION AC CARBON 1/2? X 90  NPT X 150 PSI;1400;0;0;0;0;0;UN
1021060;VALV DE BOLA 1/2? BRONCE 150 PSI;2100;0;0;0;0;0;UN
1021061;ANILLO BCE SAE 62 FUNDICION 550M X 510M;2900;0;0;0;0;0;UN
1021062;"PLACA RECTANGULAR BRONCE SAE 40 1/4"" X 4";2900;0;0;0;0;0;UN
1021063;EJE ACERO INOX 304 2-3/4? X 2 MTS;2900;0;0;0;0;0;UN
1021064;EJE ACERO INOX 304 2-1/4? X 3 MTS;2900;0;0;0;0;0;UN
1021065;VALV COMPTA HD 400MM 16? ISO PN10;2100;0;0;0;0;0;UN
1021067;SOPLADOR - ASPIRADOR P/LIMPIEZA DE POLVO;1800;0;0;0;0;0;UN
1021068;VALVULA DE CONTROL DE ALTITUD 8?;2100;0;0;0;0;0;UN
1021069;VALV DE CONTROL CON FLOTADOR DE 4? PASO;2100;0;0;0;0;0;UN
1021071;"VALV DE CONTROL 8"" CON FLOTADOR Y SOSTEN";2100;0;0;0;0;0;UN
1021072;VALV DE CONTROL DE ALTITUD 8? Y SOSTENED;2100;0;0;0;0;0;UN
1021073;VALV SOSTENEDORA DE PRESI N 4? PASO TOTA;2100;0;0;0;0;0;UN
1021074;VALV REDUCTORA DE PRESI N 4? SINGER;2100;0;0;0;0;0;UN
