Codigo_Mat;Material;Grupo ;Ing1;Ing2;Ing3;Almacen;Total;Unidad_Med
1006498;GEOMEMBRANA HDPE DE 40 MILS;3300;0;0;0;0;0;M2
1006500;GEOTEXTIL NT 2000;3300;0;0;0;0;0;M2
1006504;"BRIDA SUELTA 4"" A/INOX CALIDAD 304";1300;0;0;0;0;0;UN
1006505;"TUBERIA A/INOX DE 4"" SCH 5 304 X 5.8 M;1300;0;0;0;0;0;UN
;1006506;TUBERIA A/INOX  3/4 SCH 10 C 304 X 6 MT";1100;0;0;0;0;0;UN
1006507;"CODO A/INOX 4"" X 90  EX LISO CALIDAD 304";1400;0;0;0;0;0;UN
1006508;"TEE A/INOX DE 4"" EXT LISO CALIDAD 304";1400;0;0;0;0;0;UN
1006509;"BRIDA ACERO P/SOLDAR DE 4"" ANSI 150";1400;0;0;0;0;0;UN
1006510;"VALV RETENCION T/CHEQUE DISCO INOX HD 4""";2100;0;0;0;0;0;UN
1006512;"FILTRO HD TIPO ""Y"" 300MM 12"" ANSI 150";1500;0;0;0;0;0;UN
1006513;"VALV REGULADORA DOS NIVELES DN 4""";2100;0;0;0;0;0;UN
1006514;PERFIL ACERO HEA-550 X 15 METROS;1400;0;0;0;0;0;UN
1006515;STUFFING BOX BEARING GOULDS PUMPS VIT;2900;0;0;0;0;0;UN
1006516;SUCTION BEARING GOULDS PUMPS VIT-FF;2900;0;0;0;0;0;UN
1006517;BOWL BEARING GOULDS PUMPS VIT-FF 20GLC;2900;0;0;0;0;0;UN
1006518;LINE SHAFT BEARING GOULDS PUMPS VIT-FF;2900;0;0;0;0;0;UN
1006519;THINER EPOXICO REF. 8450;3700;0;0;0;0;0;GLN
1006520;PINTURA H.S CURING REF. 95570;3700;0;0;0;0;0;GLN
1006521;PINTURA H.S CURING REF. 95040;3700;0;0;0;0;0;GLN
1006522;"VALVULA ESFERA SEGMENTADA 8""";2100;0;0;0;0;0;UN
1006523;CAMISA DESGASTE PRENSAESTOPA BOMBA SIHI;1300;0;0;0;0;0;UN
1006524;ANILLO DESGASTE BOMBA SIHI HALBERT 125;1400;0;0;0;0;0;UN
1006525;IMPELLER BRONCE BOMBA SIHI HALBERT 125;1300;0;0;0;0;0;UN
1006526;"TEE ACERO 3"" P/SOLDAR SCH 40";1400;0;0;0;0;0;UN
1006545;VALV SOLENOIDE 5/2, SERVOPILOTADA;1800;0;0;0;0;0;UN
1006546;"RACOR CODO CONEXION DE 1/4"" G X 6MM O.D.";1800;0;0;0;0;0;UN
1006547;"RACOR RECTO CONEXION DE 1/4"" G X 6MM O.D";1800;0;0;0;0;0;UN
1006548;"SILENCIADOR CONICO EN BRONCE DE 1/4""";1800;0;0;0;0;0;UN
1006549;"VALV SOLENOIDE 5/2, CONEXI N DE 1/4""";1800;0;0;0;0;0;UN
1006550;CONTROL DE FLUJO C/SILENCIADOR;1800;0;0;0;0;0;UN
1006551;"MANGUERA EN POLIURETANO AZUL 1/4""";1800;0;0;0;0;0;UN
1006552;UNIDAD DE MANTENIMIENTO;1800;0;0;0;0;0;UN
1006553;CABEZOTE ESTANDAR ALUMINO P/SENSOR PT100;1800;0;0;0;0;0;UN
1006554;"VALV RETENCION T/CHEQUE 3"" ANSI 300";2100;0;0;0;0;0;UN
1006555;"VALV M/POSA 3"" WAFER ANSI 150 DISCO INOX";2100;0;0;0;0;0;UN
1006556;"BRIDA ACERO P/SOLDAR 3"" ANSI 300";1400;0;0;0;0;0;UN
1006557;"REDUC EXCENTRICA 3"" X 2"" P/SOLDAR SCH 10";1400;0;0;0;0;0;UN
1006558;"TUBO ACERO 2"" SCH 40 X 6 MTS";2900;0;0;0;0;0;UN
1006559;"TUBO ACERO 3"" SCH 40 X 5.8 MTS";1100;0;0;0;0;0;UN
1006560;"BRIDA ACERO NPT 2"" ANSI 150";1400;0;0;0;0;0;UN
1006561;"VALV M/POSA 2"" WAFER ANSI 150 DISCO INOX";2100;0;0;0;0;0;UN
1006562;BARRA ACERO INOX AISI 420 DIAM EXT 130MM;1400;0;0;0;0;0;UN
1006563;CORREA  5VX1700  GATE;2900;0;0;0;0;0;UN
1006564;TOP LINE SHAFT GOULDS PUMPS VIT-FF 20GLC;2900;0;0;0;0;0;UN
1006565;AUDIFONO P/AQUAPHON A 100 SEWERIN;3800;0;0;0;0;0;UN
1006566;ESCARAPELA BLANCA CONTRATISTAS;2500;0;0;0;0;0;UN
1006567;ESCARAPELA NARANJA PROVEEDORES;2500;0;0;0;0;0;UN
1006570;EMPALME DERIVACION EN GEL B.T 6 A 14 AWG;3200;0;0;0;0;0;UN
1006571;DRIVE DE BT GE AF600 TORQUE VARIABLE 100;2900;0;0;0;0;0;UN
1006572;ARRANCADOR DIRECTO MOTOR DOBLE DEVANADO;3200;0;0;0;0;0;UN
1006573;TARJETA SIEMENS MODBUS RTU/ RS 485 REF:;3200;0;0;0;0;0;UN
1006574;"PLATINA AC INOX 1/4 "" X 3"" X 3.05 MTS";1400;0;0;0;0;0;UN
1006575;PORTA CILINDROS DOBLE;1700;0;0;0;0;0;UN
1006576;CARRETILLA CONVERTIBLE A PLATAFORMA;1700;0;0;0;0;0;UN
1006587;"PERFIL ACERO A-36 C-3X5 (3""X1-1/2""X1/4"")";1400;0;0;0;0;0;UN
1006588;VALV SOLEN NEMA 3,4,7,9 EXPLO PROOF 120;1400;0;0;0;0;0;UN
1006589;"ASIENTO P/VALV SERIE 7000 1"" RTFE";1400;0;0;0;0;0;UN
1006590;"VALV BOLA A/I 4 TORN 1"" 316 ROSC ISO";1400;0;0;0;0;0;UN
1006591;"VALV BOLA A/I 4 TORN 11/4"" 316 ROSC ISO";1400;0;0;0;0;0;UN
1006593;"PLATINA DE 2"" X 5/16"" X 6 MTS";1400;0;0;0;0;0;UN
1006594;"ANGULO AC A-36 2"" X 2"" X 5/16"" X 6 MTS";1400;0;0;0;0;0;UN
1006595;"LLAVE DE TUBO DE 18"" RIDGID";1700;0;0;0;0;0;UN
1006596;"LLAVE DE ALUMINIO P/ EXTREMOS 14"" RIDGID";1700;0;0;0;0;0;UN
1006597;"ROSCADORAS DE 1/8 A 1"" RIDGID X JGO";1700;0;0;0;0;0;UN
1006598;CORTADOR RAPIDO DE TUBERIAS PLASTICAS;1700;0;0;0;0;0;UN
1006599;"PINZA DE 8"" Y 10"" JUEGO X 6 PIEZAS";1700;0;0;0;0;0;UN
1006600;MULTIMETRO DIGITAL TRMS FLUKE 179;1700;0;0;0;0;0;UN
1006601;IMPELLER P/BOMBA A-C FLYGT ITT WSID18X12;2900;0;0;0;0;0;UN
1006602;CANECA DE SEGURIDAD TIPO II;1700;0;0;0;0;0;UN
1006603;"VALV DRENAJE 1/4"" 110 VOL PARA SISTEMA";2100;0;0;0;0;0;UN
1006604;FILTRO ALTA EFICIENCIA F40IH P/SISTEMA;2900;0;0;0;0;0;UN
1006605;SECADOR DE AIRE REFRIGERADO 15 SCFM 110;2900;0;0;0;0;0;UN
1006606;"SELLO DE VALVULA MARIPOSA KEYSTONE 24""";2900;0;0;0;0;0;UN
1006607;BATERIA REF  4D;2900;0;0;0;0;0;UN
1006608;"VALV RETENCION T/CHEQUE 24"" ANSI 300";2100;0;0;0;0;0;UN
1006609;"MANOMETRO 0-300 PSIG 4"" INOX GLICERINA";2900;0;0;0;0;0;UN
1006610;LAMINA GALV CALIBRE 14 240 X 120;1400;0;0;0;0;0;UN
1006611;SOLENOIDE 12 VOLTIOS P/N 26420469 P/BOMB;2900;0;0;0;0;0;UN
1006612;ALTERNADOR P/N 2871C105 P/MOTOR PERKINS;2900;0;0;0;0;0;UN
1006613;PUERTA ENTAMBORADA C/MARCO;3700;0;0;0;0;0;UN
1006614;PUERTA ENTAMBORADA S/MARCO;3700;0;0;0;0;0;UN
1006615;TRIPLEX POR L MINA;3700;0;0;0;0;0;UN
1006616;SOGA;3700;0;0;0;0;0;M
1006617;CUERDA;3700;0;0;0;0;0;M
1006618;GARRA HORIZONTAL CROSBY IPHOZ PARTE N M;2900;0;0;0;0;0;UN
1006619;GARRA VERTICAL CROSBY IP10 PARTE N M;2900;0;0;0;0;0;UN
1006620;BATERIA INTERNA PARA LOGGER RADCOM;1800;0;0;0;0;0;UN
1006621;"VALV UNIV SOLDADA PVC DE 1-1/2""";1300;0;0;0;0;0;UN
1006622;"VALV UNIV SOLDADA PVC DE 2""";1300;0;0;0;0;0;UN
1006627;VOLUTA WB20-GX160;2900;0;0;0;0;0;UN
1006628;IMPULSOR WB20X ROSCADO;2900;0;0;0;0;0;UN
1006629;SELLO MECANICO 20MM CAZ;2900;0;0;0;0;0;UN
1006630;BOBINA EM650Z 24V P/BARREDORA RAVO SER 5;2900;0;0;0;0;0;UN
1006631;"REF TP6000 MANGUERA SUCCI N DE 6"" X 6 ML";2900;0;0;0;0;0;UN
1006632;"REF AT238213 ACOPLE REDUCTOR DE 8"" A 6""";2900;0;0;0;0;0;UN
1006633;"REF AT171160 ACOPLE MACHO DE 6""";2900;0;0;0;0;0;UN
1006634;"REF AT171130 ACOPLE HEMBRA DE 6""";2900;0;0;0;0;0;UN
1006635;"ABRAZADERA MET LICA DE 6"" T/INDUSTRIAL";2900;0;0;0;0;0;UN
1006636;CONTROLADOR DE RIEGO A BATERIA;3200;0;0;0;0;0;UN
1006637;"CHEQUE PD AC A216 WCB 4"" RF 150 H";2100;0;0;0;0;0;UN
1006639;"TUBO CONDUIT PVC 2"" X 3 M";3200;0;0;0;0;0;UN
1006640;EJE ACERO 1045 DIAM 100 MM X LONG 1500MM;2900;0;0;0;0;0;UN
1006641;BLOWER BOSCH HOT AIR GUN 1800W;1700;0;0;0;0;0;UN
1006642;SOLDADURA EUTECTIC 5005 1/8;2900;0;0;0;0;0;KG
1006643;TRIPODE PARA GPS;1700;0;0;0;0;0;UN
1006651;SOLDADURA EUTECTIC 6011 5/32;2900;0;0;0;0;0;KG
1006652;SOLDADURA EUTECTIC 7018 3/32;2900;0;0;0;0;0;KG
1006653;BOQUILLA D/CORTE X PLASMA MASTER 82;2900;0;0;0;0;0;UN
1006654;STARTE PLASMA 982-13;2900;0;0;0;0;0;UN
1006655;"DISCO DE DESBASTE ZIRCONADO 7""";2900;0;0;0;0;0;UN
1006661;DISCO D/CORTE PFERD EHT 178-1.6 A 46 RSG;2900;0;0;0;0;0;UN
1006662;"DISCO PULIDORA PFERD 4""";2900;0;0;0;0;0;UN
1006663;FRESA REDONDA 244688;2900;0;0;0;0;0;UN
1006664;FRESA CILINDRICA 241083;2900;0;0;0;0;0;UN
1006675;FRESA ARBOL 248181;2900;0;0;0;0;0;UN
1006680;"PERFIL EN C DE 3"" X 1"" HIERRO X 6 MTS";1400;0;0;0;0;0;UN
1006681;LINEA COMPLETA DE PILOTOS TRES SET POINT;1400;0;0;0;0;0;UN
1006682;TRANSDUCTOR DE PRESION ASCO 150 PSI;3200;0;0;0;0;0;UN
1006683;INTERRUPTOR TRIPOLAR ABB SACE TMAX 400A;3200;0;0;0;0;0;UN
1006684;CABLE 4/0   CU THWN/THHN;3200;0;0;0;0;0;M
1006685;INTERRUPTOR O BREAKER DE 250 AMP, 20 KA;3200;0;0;0;0;0;UN
1006687;"TUBO CONDUIT PVC 4"" X 3 M";3200;0;0;0;0;0;UN
1006688;TERMINAL PONCHABLE UN OJO P/CABLE 4/0 CU;3200;0;0;0;0;0;UN
1006689;CINTA AISLANTE AMARILLA;3200;0;0;0;0;0;UN
1006690;CINTA AISLANTE MARRON;3200;0;0;0;0;0;UN
1006691;CINTA AISLANTE NARANJA;3200;0;0;0;0;0;UN
1006692;TABLERO O GABINETE METALICO  DE 40X30 CM;3200;0;0;0;0;0;UN
1006693;BLOQUE DE CONTACTOS CAT No.  55C679816G1;3200;0;0;0;0;0;UN
1006694;TABLERO DE CONTROL TERMOPLASTICO  IP65;3200;0;0;0;0;0;UN
1006695;IMPULSOR  AFP  102L-425  DIAMETRO  FULL;3200;0;0;0;0;0;UN
1006696;INVERSOR DE ONDA SINUSOIDAL PURA DC-AC;3200;0;0;0;0;0;UN
1006697;TUBERIA PEAD PE100 40MM PN10;1000;0;0;0;0;0;M
1006698;TUBERIA PEAD PE100 75MM PN10;1000;0;0;0;0;0;M
1006699;TUBERIA PEAD PE100 450MM PN10;1000;0;0;0;0;0;M
1006700;TUBERIA PEAD PE100 500MM PN10;1000;0;0;0;0;0;M
1006701;TUBERIA PEAD PE100 560MM PN10;1000;0;0;0;0;0;M
1006702;"SOLDADURA EUTECTIC 57L NG 1/8""";2900;0;0;0;0;0;KG
1006703;"SOLDADURA EUTECTIC 57L NG 3/32""";2900;0;0;0;0;0;KG
1006704;"BRIDA CIEGA ACERO INOX 10"" ANSI 150";2900;0;0;0;0;0;UN
1006707;"BRIDA ACERO INOX 10"" ANSI 150 CON CUELLO";2900;0;0;0;0;0;UN
1006708;"CODO ACERO INOXIDABLE 10"" SCH 40 X 90 ";2900;0;0;0;0;0;UN
1006709;"CODO ACERO INOXIDABLE 10"" SCH 40 X 45 ";2900;0;0;0;0;0;UN
1006710;"TUBO ACERO INOXIDABLE 10"" SCH 40 X  6 MT";2900;0;0;0;0;0;UN
1006711;COMPRESOR BOMBA GODWIN CD100 SERIE;2900;0;0;0;0;0;UN
1006712;"ARO SUELTO EN HD 22""";1400;0;0;0;0;0;UN
1006713;"CAJA P/MEDIDOR DB COMPARTIMIENTO 1/2""";1900;0;0;0;0;0;UN
1006714;BOMBA DOSIFICADORA MOD: P/761-368TU+;2900;0;0;0;0;0;UN
1006715;KIT DE REPUESTOS P/DOSIF MOD P761-368TU+;2900;0;0;0;0;0;UN
1006717;"TORN ACERO 1-1/2"" X 6-1/2"" COMPLET ARO 8";1600;0;0;0;0;0;UN
1006718;"TORN ACERO 1-3/8"" X 3-1/2"" S/TUERC ARO 8";1600;0;0;0;0;0;UN
1006719;"BRIDA ACERO P/SOLDAR DE 36"" ANSI 150";1400;0;0;0;0;0;UN
1006720;IMPELLER BOMBA GODWIN CD150 SERIE;2900;0;0;0;0;0;UN
1006721;SIKA 42 ANCLAJE X 3 KG;3200;0;0;0;0;0;UN
1006722;SIKA GRAUT 212 X 25 KGS;3700;0;0;0;0;0;UN
1006723;VACUOMETRO -14  PSI - 14 PSIG ACERO INOX;2900;0;0;0;0;0;UN
1006726;"MANOMETRO ACERO INOX DE 0-200 PSI 4""";2900;0;0;0;0;0;UN
1006727;"CODO A/CARBON DE 24"" X 90  SCH 40";2900;0;0;0;0;0;UN
1006728;REGULADOR DE ARG N COMPLETO;2900;0;0;0;0;0;UN
1006729;TUNGSTENOS 3/32 PUNTO ROJO X 10 UNIDADES;2900;0;0;0;0;0;CA
1006730;ACEITE ATF;2900;0;0;0;0;0;UN
1006731;COLORIMETRO PORTATIL DR 900 R-938510;2700;0;0;0;0;0;UN
1006737;"REDUCC AC/CONCENTRICA  24"" X 20"" SCH 40";1400;0;0;0;0;0;UN
1006739;"REDUCCION AC/EXCENTRICA  30"" X 20""SCH 40";1400;0;0;0;0;0;UN
1006740;TURBIDIMETRO PORTATIL 2100 QIS01-HACH;2700;0;0;0;0;0;UN
1006741;TURBIDIMETRO DE LABORATORIO 2100 AN;2700;0;0;0;0;0;UN
1006742;"TUBO ACERO 24"" SCH 40 X 6 MTS";2900;0;0;0;0;0;UN
1006746;"TUBO ACERO 30"" SCH 40 X 6 MTS";2900;0;0;0;0;0;UN
1006747;"TORN ACERO 1-1/4"" X 6-1/2"" COMPLET ARO 8";1600;0;0;0;0;0;UN
1006748;"TORN ACERO 1-1/4"" X 6"" COMPLETO ARO 8";1600;0;0;0;0;0;UN
1006749;"CODO ACERO 24"" 90  SCH 40 RADIO STD";1400;0;0;0;0;0;UN
1006751;"CODO ACERO 30"" 90  SCH 40 RADIO STD";2900;0;0;0;0;0;UN
1006752;"REDUCC EXCENTRICA ACERO 12 ""X 8"" SCH;2900;0;0;0;0;0;UN
;1006753;REDUCC CONC NTRICA ACERO 10"""" X 6"""" SCH";2900;0;0;0;0;0;UN
1006754;"BRIDA P/SOLDAR 12"" ANSI 150 CON CUELLO;2900;0;0;0;0;0;UN
;1006757;BRIDA P/SOLDAR 10 ANSI 150 CON CUELLO";1400;0;0;0;0;0;UN
1006762;"BRIDA P/SOLDAR 8"" ANSI 150 CON CUELLO";1400;0;0;0;0;0;UN
1006768;"BRIDA P/SOLDAR 6"" ANSI 150 CON CUELLO";1400;0;0;0;0;0;UN
1006773;REDUCCION EXCENTRICA;1400;0;0;0;0;0;UN
1006776;REDUCCION CONCENTRICA;1400;0;0;0;0;0;UN
1006829;"VALV DE CONTROL DE ALTITUD DB VIA 10""";2100;0;0;0;0;0;UN
1006831;VALLA MOVIBLE ALTO 120 X ANCHO 100 CMS;1700;0;0;0;0;0;UN
1006834;PALETA PARE Y SIGA 30 X 30 CMS;1700;0;0;0;0;0;UN
1006840;VALLA MOVIBLE ALTO 100 X ANCHO 0.60 CMS;1700;0;0;0;0;0;UN
1006848;VALLA MOVIBLE ALTO 100 X ANCHO 0.60 CMS;1700;0;0;0;0;0;UN
1006856;BRIDA P/SOLDAR;1400;0;0;0;0;0;UN
1006862;TABLERO TERMOPL STICO DE CONTROL IP 66;3200;0;0;0;0;0;UN
1006863;BOMBA CENTR FUGA AUTOCEBANTE 150 LPS;2900;0;0;0;0;0;UN
1006870;MESA RIMAX;2400;0;0;0;0;0;UN
1006871;CABLE DE INTERFAZ INFRAROJA;1700;0;0;0;0;0;UN
1006872;PISTOLA SOPLADORA DE AIRE BLOWER;1700;0;0;0;0;0;UN
1006873;SACABOCADO PARA METAL;1700;0;0;0;0;0;UN
1006874;CABLE CONVERTIDOR DE RS232 A USB;1700;0;0;0;0;0;UN
1006875;CABLE DE 9 PINES Db9  MACHO-HEMBRA;1700;0;0;0;0;0;UN
1006876;PINZA PELACABLE AUTOMATICA;1700;0;0;0;0;0;UN
1006877;MORRAL;2300;0;0;0;0;0;UN
1006878;POSTE DE CONCRETO DE 12 MTS X 1250 DAN;3200;0;0;0;0;0;UN
1006879;BASE EN CONCRETO CUADRADA;3200;0;0;0;0;0;M
1006880;CRUCETA GALVANIZADA EN CALIENTE;3200;0;0;0;0;0;UN
1006881;AISLADOR LINE POST DE 4 VULETAS 15 KV;3200;0;0;0;0;0;UN
1006882;GRAPA DE ALUMINIO TIPO PISTOLA;3200;0;0;0;0;0;UN
1006883;RETENIDA A TIERRA PRIMARIA COMPLETA;3200;0;0;0;0;0;UN
1006884;HERRAJE GALVANIZADO COMPLETO;3200;0;0;0;0;0;UN
1006885;"TUBO CONDUIT GALVANIZADO IMC  DE 2""";1100;0;0;0;0;0;UN
1006886;POLO A TIERRA EN POSTE TERMINAL;1100;0;0;0;0;0;UN
1006887;LUMINARIA T/WALL PACK METAL 250W-220V;3200;0;0;0;0;0;UN
1006888;CAJA DE 12 CTO TRIFASICO;3200;0;0;0;0;0;UN
1006889;GABINETE EN A/INOX, DOBLE FONDO;3200;0;0;0;0;0;UN
1006890;PLC TWIDO MODULAR REF-TWDLMDA40DTK;3200;0;0;0;0;0;UN
1006891;UPS DE 1000 W RESPALDO DE 30 MINUTOS;3200;0;0;0;0;0;UN
1006892;REGULADOR DE 1000 W 12 VAC;3200;0;0;0;0;0;UN
1006893;PROTECCION COTRA SOBRETENSION 120 VAC;1300;0;0;0;0;0;UN
1006894;BOYA T/SAPO DE MERCURIO MARCA HELBERT;3200;0;0;0;0;0;UN
1006895;MINI RELEVO DE 24 VDC;3200;0;0;0;0;0;UN
1006896;BORNA PHOENIX CONTACT REF- UK5N;3200;0;0;0;0;0;UN
1006897;ARRANCADOR SUAVE SIRIUS REF 3RW4423;3200;0;0;0;0;0;UN
1006898;CONECTOR TUBULAR PARA CABLE #4;3200;0;0;0;0;0;UN
1006899;ABRAZ 3123 AI 22A X 20 579-610MM;1400;0;0;0;0;0;UN
1006900;ABRAZ 3123 AI 24B X 24 619-650MM;1400;0;0;0;0;0;UN
1006901;LAMPARA MINERA CASCO ANTIEXPLOSION;2300;0;0;0;0;0;UN
1006902;"NIPLE DE A/C 36"" 1,5 MTS L A36 SCH40";1400;0;0;0;0;0;UN
1006903;FILTRO PARA ACEITE;2900;0;0;0;0;0;UN
1006904;FILTRO DE AIRE;2900;0;0;0;0;0;UN
1006905;FILTRO DE COMBUSTIBLE;2900;0;0;0;0;0;UN
1006906;BONO DE REGALO;3900;0;0;0;0;0;UN
1006907;"CORTATUBO UNIV 6-36"" UPC 636A";1700;0;0;0;0;0;UN
1006908;"ADAPTADOR IMPACTO 3/4"" F X 1"" M";1700;0;0;0;0;0;UN
1006910;"CAUCHO NEOPRENO DE 1/8"" CON LONA";3700;0;0;0;0;0;M
1006911;"EMPAQUE PLANO P/BRIDA DE 48""";2950;0;0;0;0;0;UN
1006912;SAL INDUSTRIAL;3000;0;0;0;0;0;KG
1006913;"TUERCA 2H 7/8""-9H";1600;0;0;0;0;0;UN
1006914;"VARILLA ACERO B7 R/T 7/8""-9H X 3.66 MTS";1600;0;0;0;0;0;UN
1006915;"HMI MONOCROMATICA DELTA 12"" C/MODBUS RTU";3200;0;0;0;0;0;UN
1006916;CABLE DE INSTRUMEN 2X18 AWG TELDOR 300V;3200;0;0;0;0;0;M
1006917;"CONDULETA GALVANIZADA LR DE 3/4"" IMC";1400;0;0;0;0;0;UN
1006919;MEDIDOR DE ENERGIA FOTOVOLTAICA ACUDC243;3200;0;0;0;0;0;UN
1006920;SHUNT TYCO/CROMPTON MODELO 881-92;3200;0;0;0;0;0;UN
1006921;GRANULO HIGROSCOPICO SILICATO ALUMINIO;3200;0;0;0;0;0;UN
1006922;CABLE ENCAUCHETADO 4 X 8 AWG 600 V;3200;0;0;0;0;0;M
1006923;CABLE ENCAUCHETADO 4 X 2 AWG 600 V;3200;0;0;0;0;0;M
1006924;INTERRUPTOR TRIPOLAR 200 A;3200;0;0;0;0;0;UN
1006925;KIT  DE REPARACION  P/N. 6571703;3200;0;0;0;0;0;UN
1006926;KIT DE REPARACION  P/N  6571701;3200;0;0;0;0;0;UN
1006927;CAVA  PARA HIELO;1300;0;0;0;0;0;UN
1006944;BOMBA CENTR FUGA HORIZONTAL;2900;0;0;0;0;0;UN
1006945;"VALV CHEQUE WAFER 3"" ANSI 105 DISCO INOX";2100;0;0;0;0;0;UN
1006946;ACTUADOR EL CTRICO BRAY S-S70 220 VAC;3200;0;0;0;0;0;UN
1006947;COFRE TERMOPL STICO IP65 C/ARRANCADOR;3200;0;0;0;0;0;UN
1006948;CABLE ENCAUCHETADO THW 3 X 8 AWG 600 V;3200;0;0;0;0;0;M
1006949;"BARRA ERTALYTE TX DE 2""";3200;0;0;0;0;0;UN
1006950;WINCH HIDRAULICO 20.000 LB 9.090 KGS;1700;0;0;0;0;0;UN
1006951;PEGANTE BOXER X 1/8;3700;0;0;0;0;0;UN
1006952;ULTRAFLOC 4002;3000;0;0;0;0;0;KG
1006953;ROOT X BOX OF 40 LBS;1700;0;0;0;0;0;UN
1006954;FDU 300 (FOAM DISPERSAL UNIT & LOADING;1700;0;0;0;0;0;UN
1006955;"LAMINA ACERO A-36 3/8"" 1.2 X 2.4 MT";1400;0;0;0;0;0;UN
1006956;"LAMINA ALFAJOR A-36 1/4"" X 1MT X 3MT";1400;0;0;0;0;0;UN
1006957;PERFIL ACERO IPE 220 X 6 METROS;1400;0;0;0;0;0;UN
1006958;CARGADOR DE BATERIAS 12V CON SUPRESOR;3200;0;0;0;0;0;UN
1006965;VALV MARIP 300 MM ISO PN10 PRESI N M X;2100;0;0;0;0;0;UN
1006966;VALV MARIP 350 MM ISO PN10 PRESI N M X;2100;0;0;0;0;0;UN
1006967;"BRIDA AC P/SOLDAR SLIP ON 30"" ANSI 150";2900;0;0;0;0;0;UN
1006968;TAFILETE NYLON C/RACHET NORTH A79RS2;2300;0;0;0;0;0;UN
1006969;MASTER ATM-100 GARRAFA X 20 KG;3000;0;0;0;0;0;UN
1006971;PLATINA AC INOX AISI 304 19 MM ESPESOR;1400;0;0;0;0;0;UN
1006972;PERFIL ACERO HEA 280 X 6 MTS;1400;0;0;0;0;0;UN
1006973;LAMINA ACERO A36 9 MM X 1.22 X  6 MTS;1400;0;0;0;0;0;UN
1006974;VALV MARIP 200 MM ISO PN10 PRESI N M X;2100;0;0;0;0;0;UN
1006975;"ABRAZ HD P/PVC DE 12"" X 1-1/2""";1400;0;0;0;0;0;UN
1006976;"NIPLE HD 14"" X 1 MT B X B ISO PN10";1400;0;0;0;0;0;UN
1006977;"UNION UNIV HD (762 -772MM) 30""";1400;0;0;0;0;0;UN
1006978;"UNION UNIV HD (914 - 924MM) 36""";1400;0;0;0;0;0;UN
1006980;"BRIDA UNIV HD (914 - 924MM) 36"" ANSI";1400;0;0;0;0;0;UN
1006983;IMPELLER EN FUNDICION GRIS PARA BOMBA;2900;0;0;0;0;0;UN
1006984;CODO HD 700MM X 45  B X B ISO PN-10;1400;0;0;0;0;0;UN
1006985;VALV T/GUILLOTINA DN 700MM;2100;0;0;0;0;0;UN
1006987;GABINETE PLASTICO IP65 ROKER PRG353;3200;0;0;0;0;0;UN
1006988;"AMARRE PLASTICO 200MM X 3 .5 MM 8"" NEGRO";3200;0;0;0;0;0;UN
1006991;"AMARRE PLASTICO 250MM X 3.5 MM NEGRA 10""";3200;0;0;0;0;0;UN
1006992;EMPAQUE PARA DIAFRAGMA DE CAUCHO;2950;0;0;0;0;0;UN
1006993;SILLETA PEAD ELECTROFUSION DE 200 X 20MM;1300;0;0;0;0;0;UN
1006994;SILLETA PEAD ELECTROFUSION DE 200 X 32MM;1300;0;0;0;0;0;UN
1006995;"TORN ACERO 1-1/2"" X 5"" COMPLETO ARO 8";1600;0;0;0;0;0;UN
1007003;"TORN ACERO  1-1/2"" X 7"" COMPLETO ARO 8";1600;0;0;0;0;0;UN
1007005;"TORN ACERO 1-1/2"" X 5-1/2"" COMPLET ARO 8";1600;0;0;0;0;0;UN
1007006;DOSIFICADORA MILTON ROY MOD: SD42J8P;2900;0;0;0;0;0;UN
1007007;PROBETA DE AFORO MILTON ROY MOD:TT 100;2900;0;0;0;0;0;UN
1007008;TORN DE SEGURIDAD P/TAPA TOMA MUESTRA;1600;0;0;0;0;0;UN
1007009;SENSOLYT SEA, ELECTRODO R-109 115 WTW;2700;0;0;0;0;0;UN
1007010;COLORIMETRO PORTATIL DR 900 R-9385100;2700;0;0;0;0;0;UN
1007011;CELDAS P/COLORIMETRO R-2427606;2700;0;0;0;0;0;UN
1007012;TUBO DE ENSAYO;2700;0;0;0;0;0;UN
1007013;GRADILLA P/TUBO DE ENSAYOS PP R- 4340030;2700;0;0;0;0;0;UN
1007014;BOMBA SUMERGIBLE P/AGUAS RESIDUALES KSB;2900;0;0;0;0;0;UN
1007015;BATERIA EXTERNA PARA LOGGER RADCOM;1800;0;0;0;0;0;UN
1007016;CABLE REMOTO P/MED SIEMENS MAG 8000X30 M;1800;0;0;0;0;0;UN
1007017;CABLE DE USB A INFRAROJO;1800;0;0;0;0;0;UN
1007018;INVERSOR DE 12 A 110 V;3200;0;0;0;0;0;UN
1007019;PELA CABLE;1700;0;0;0;0;0;UN
1007020;SOPORTE EN ALUMINIO P/TUBO DE UNION;1400;0;0;0;0;0;UN
1007025;CONTROLADOR CAT TIPO EMC3.2 REF 3007646E;2900;0;0;0;0;0;UN
1007026;WINCHE MANUAL 500 KGS GUAYA INOXIDABLE;2900;0;0;0;0;0;UN
1007027;SOLVENTE PARA POLIURETANO  X  GALON;3700;0;0;0;0;0;UN
1007028;PINTURA HEMPEL POLIURETANO AZUL 55210;3700;0;0;0;0;0;UN
1007030;POLIPASTO EL CTRICO 3 TON DE CADENA;1700;0;0;0;0;0;UN
1007031;TANQUE DE COMBUSTIBLE 1000 GALONES VERT;1300;0;0;0;0;0;UN
